name,cik,ticker,founding_date,s1_filing_date,status,primary_disease_area,disease_areas,modality_category,modality_subtype,modality_details,targets,lead_stage,pipeline_summary,extraction_source,acquirer,cagr_pct,city,current_price,exchange,exit_date,exit_details,exit_type,market_cap,price_days_trading,price_first_date,price_first_price,price_last_date,price_last_price,price_max_date,price_max_price,price_max_return_pct,price_min_price,price_total_return_pct,sic_code,state
"FIRST CHINA PHARMACEUTICAL GROUP, INC.",0001432254,,2007-07-31,2008-05-28,ipo_withdrawn,,,other,distribution,pharmaceutical_distribution,,unknown,"Operates as a pharmaceutical distribution and retail company in Yunnan Province, China, focusing on logistics and distribution of various pharmaceutical products rather than drug development",s1_filing,,,"KUNMING CITY, YUNNAN PROVINCE",,,2012-01-06,,ipo_withdrawn,,,,,,,,,,,,2834,F4
Flexion Therapeutics Inc,0001419600,,2007-11-01,2014-01-08,acquired,pain_management,"pain_management,musculoskeletal",other,sustained_release_formulation,"sustained_release_formulation,small_molecule","TCA,TrkA,p38_MAP_kinase",phase_2,"Develops sustained-release injectable pain therapies for musculoskeletal conditions, primarily osteoarthritis, using novel formulation technologies to provide long-lasting local analgesia.",s1_filing,,,BURLINGTON,,,2021-11-19,,acquired,,,,,,,,,,,,2834,MA
Foghorn Therapeutics Inc.,0001822462,FHTX,2015-10-01,2020-10-02,trading,,,,,,,,,,,-20.4,CAMBRIDGE,5.415,NGM,,,,317219392,1930,2020-10-23,18.12,2026-02-04,5.41,2020-12-18,25.88,42.8,2.82,-70.1,2834,MA
"Forte Biosciences, Inc.",0001419041,FBRX,2007-08-01,2017-03-09,trading,oncology,"oncology,cns",other,gene_therapy,"gene_therapy,small_molecule","CD,PD-L1,5-FC,5-FU",phase_2,"Develops cancer-selective gene therapy using retroviral replicating vectors to deliver therapeutic genes that activate immune responses against tumors, with lead candidate Toca 511 & Toca FC targeting recurrent high grade glioma.",s1_filing,,-43.3,DALLAS,31.685,NCM,,,,396915936,3219,2017-04-13,4668.75,2026-02-04,31.68,2017-05-05,6525.0,39.8,4.18,-99.3,2834,TX
"Forty Seven, Inc.",0001667633,,2014-01-01,2018-06-01,acquired,oncology,"oncology,hematology",biologic,antibody,antibody,"CD47,SIRP,PD-L1",phase_2,Develops CD47-targeting monoclonal antibodies to activate macrophages against cancer cells as monotherapy and in combination with other cancer therapies.,s1_filing,,,MENLO PARK,,,2020-04-07,,acquired,,,,,,,,,,,,2834,CA
"Fulcrum Therapeutics, Inc.",0001680581,FULC,2007-01-01,2019-06-21,trading,rare_disease,"rare_disease,hematology,infectious_disease",small_molecule,small_molecule,small_molecule,"DUX4,fetal hemoglobin",phase_3,"Develops small molecule therapies for genetically defined rare diseases including FSHD and hemoglobinopathies, with lead candidate losmapimod in Phase 3 trials.",s1_filing,,-4.7,CAMBRIDGE,9.85,NGM,,,,649807424,2393,2019-07-18,13.5,2026-02-04,9.85,2021-09-20,30.97,129.4,2.26,-27.0,2834,MA
"Gain Therapeutics, Inc.",0001819411,GANX,2020-06-26,2021-02-19,trading,rare_disease,"rare_disease,cns,metabolic,oncology",small_molecule,small_molecule,small_molecule,,unknown,"Develops novel small molecule therapeutics using their SEE-Tx platform to discover allosteric binding sites on proteins for treating lysosomal storage disorders, CNS disorders, metabolic disorders, and oncology.",s1_filing,,-32.7,BETHESDA,1.7555,NGM,,,,67520184,1783,2021-03-19,12.2,2026-02-04,1.76,2021-04-05,15.8,29.5,0.94,-85.6,2834,MD
"Galecto, Inc.",0001800315,GLTO,2019-10-01,2020-10-07,trading,respiratory,"respiratory,gastroenterology,hematology,oncology",small_molecule,small_molecule,small_molecule,"galectin-3,LOXL2",phase_2,"Develops small-molecule inhibitors of galectin-3 and LOXL2 to treat fibrotic diseases including idiopathic pulmonary fibrosis, NASH, and myelofibrosis.",s1_filing,,-40.4,BOSTON,24.505,NCM,,,,39207336,1924,2020-10-29,375.0,2026-02-04,24.5,2020-11-23,421.0,12.3,2.22,-93.5,2834,MA
"Galera Therapeutics, Inc.",0001563577,GRTX,2012-11-01,2019-10-11,trading,oncology,oncology,small_molecule,small_molecule,small_molecule,superoxide dismutase,phase_3,Develops superoxide dismutase mimetic small molecules to reduce radiotherapy-induced toxicities and enhance anti-cancer efficacy in cancer patients.,s1_filing,,-64.1,MALVERN,0.0221,OQB,,,,1667718,2281,2019-11-07,12.0,2026-02-04,0.02,2020-03-02,17.67,47.3,0.02,-99.8,2834,PA
Gelesis Inc,0001385374,,2006-02-01,2015-04-01,ipo_withdrawn,metabolic,metabolic,other,medical_device,hydrogel_medical_device,,phase_2,Develops hydrogel-based medical devices that work mechanically in the gastrointestinal tract to induce weight loss and improve glycemic control in overweight and obese patients including those with prediabetes and type 2 diabetes.,s1_filing,,,boston,,,2015-12-17,,ipo_withdrawn,,,,,,,,,,,,2834,ma
GENELUX Corp,0001231457,GNLX,2001-09-01,2022-06-24,trading,oncology,oncology,other,oncolytic_virus,oncolytic_virus,VACV,phase_2,"Develops oncolytic viral immunotherapies based on modified vaccinia virus for aggressive and difficult-to-treat solid tumors, with lead candidate Olvi-Vec in Phase 2 for platinum-resistant/refractory ovarian cancer.",s1_filing,,-25.5,WESTLAKE VILLAGE,2.52,NCM,,,,112690464,1105,2023-01-26,6.15,2026-02-04,2.52,2023-06-21,38.0,517.9,1.62,-59.0,2834,CA
Generation Bio Co.,0001733294,GBIO,2016-01-01,2020-05-22,trading,rare_disease,"rare_disease,ophthalmology,hematology,metabolic,oncology,cns",other,gene_therapy,gene_therapy,asialoglycoprotein receptor,preclinical,"Develops non-viral gene therapies using closed-ended DNA and cell-targeted lipid nanoparticles for rare and prevalent diseases of the liver and retina, with lead programs in PKU, hemophilia A, LCA10, and Stargardt disease.",s1_filing,,-49.0,CAMBRIDGE,5.535,NMS,,,,37297844,2063,2020-06-12,246.9,2026-02-04,5.53,2020-12-02,516.1,109.0,3.0,-97.8,2834,MA
"Genprex, Inc.",0001595248,GNPX,2009-04-01,2017-07-21,trading,oncology,"oncology,metabolic",other,gene_therapy,gene_therapy,,preclinical,Develops gene therapies using non-viral delivery systems for oncology applications and diabetes treatment by delivering tumor suppressor genes and transforming pancreatic cells.,s1_filing,,-65.4,AUSTIN,2.2375,NCM,,,,3651244,2869,2018-03-29,9400.0,2026-02-04,2.24,2018-05-08,31800.0,238.3,1.75,-100.0,2834,TX
"Global Blood Therapeutics, Inc.",0001629137,,2011-02-01,2015-07-08,acquired,,,,,,,,,,Pfizer Inc.,,SOUTH SAN FRANCISCO,,,2022-08-29,,acquired,,,,,,,,,,,,2834,CA
Global Future City Holding Inc.,0001164964,,2000-10-12,2015-05-08,ipo_withdrawn,,,,,,,,,,,,IRVINE,,,2017-03-01,,ipo_withdrawn,,,,,,,,,,,,2834,CA
GLOBAL GREEN INC.,0001522724,,2004-07-12,2011-06-10,unknown,,,,,,,,,,,,TALLAHASSEE,,,,,unknown,,,,,,,,,,,,2834,FL
GlobeStar Therapeutics Corp,0001502152,,2010-09-16,2010-11-03,delisted,,,,,,,,,,,,RICHLAND,,,2025-01-14,,delisted,,,,,,,,,,,,2834,WA
"Gossamer Bio, Inc.",0001728117,GOSS,2015-10-01,2018-12-21,trading,immunology,"immunology,respiratory,cardiovascular,gastroenterology,oncology,rare_disease",small_molecule,small_molecule,small_molecule,"DP2,PDGF,HIF-1,CD11b,BTK",phase_2,"Develops oral small molecule therapeutics targeting immunology, inflammation and oncology with lead programs in eosinophilic asthma, pulmonary arterial hypertension, and inflammatory bowel disease.",s1_filing,,-24.9,SAN DIEGO,2.43,NMS,,,,562438656,2553,2019-02-08,17.94,2026-02-04,2.43,2019-12-11,26.79,49.3,0.48,-86.5,2834,CA
"Greater Cannabis Company, Inc.",0001695473,GCAN,2014-03-01,2017-06-20,trading,,,,,,,,,,,-61.6,BALTIMORE,0.17602,OQB,,,,158463,2695,2018-09-18,210.0,2026-02-03,0.18,2018-09-19,559.63,166.5,0.05,-99.9,2834,MD
GridAI Technologies Corp.,0001604191,GRDX,2008-10-01,2016-07-13,trading,gastroenterology,"gastroenterology,rare_disease",biologic,protein,protein,lipase enzyme,phase_2,"Develops targeted non-systemic therapies for gastrointestinal diseases, with lead program Adrulipase being a recombinant lipase enzyme for cystic fibrosis and chronic pancreatitis patients with exocrine pancreatic insufficiency",s1_filing,,-73.0,BOCA RATON,3.165,NCM,,,,10640423,3403,2016-10-11,627480.0,2026-02-04,3.16,2016-10-12,690480.0,10.0,0.71,-100.0,2834,FL
"Guardion Health Sciences, Inc.",0001642375,,2009-12-01,2016-02-11,acquired,ophthalmology,"ophthalmology,cns",other,medical_food,"medical_food,medical_device",macular_pigment_optical_density,approved,"Develops medical foods and diagnostic devices for eye diseases, particularly age-related macular degeneration, with their lead product Lumega-Z designed to replenish macular protective pigment and the MapcatSF device to measure macular pigment optical density.",s1_filing,Kingdomway USA Corp.,,HOUSTON,,,2024-04-08,,acquired,,,,,,,,,,,,2834,TX
"Harmony Biosciences Holdings, Inc.",0001802665,HRMY,2017-05-01,2020-07-27,trading,rare_disease,"cns,rare_disease",small_molecule,small_molecule,small_molecule,H3,approved,"Develops pitolisant, a first-in-class H3 receptor antagonist/inverse agonist for rare neurological disorders including narcolepsy, Prader-Willi Syndrome, and myotonic dystrophy.",s1_filing,,-0.1,PLYMOUTH MEETING,36.79,NGM,,,,2118970112,1995,2020-08-19,37.01,2026-02-04,36.79,2022-12-05,60.91,64.6,19.2,-0.6,2834,PA
"HARROW, INC.",0001360214,HROW,2006-01-01,2012-07-25,trading,pain_management,"pain_management,musculoskeletal",small_molecule,small_molecule,small_molecule,ketoprofen,phase_3,"Develops topical drug delivery products using proprietary Accudel technology, with lead candidate Impracor delivering ketoprofen for acute musculoskeletal pain treatment.",s1_filing,,-5.1,NASHVILLE,46.2301,NGM,,,,1712245120,6704,2007-09-28,120.0,2026-02-04,46.23,2007-10-04,138.0,15.0,0.75,-61.5,2834,TN
HCW Biologics Inc.,0001828673,HCWB,2018-04-01,2021-05-26,trading,oncology,"oncology,immunology,cns,rare_disease",biologic,protein,"protein,bispecific","SASP,TRBC,TF",phase_1,"Develops immunotherapies using fusion protein platforms to target chronic inflammation, senescent cells, and age-related diseases including cancer.",s1_filing,,-69.9,MIRAMAR,1.08,NCM,,,,3542198,1660,2021-07-20,252.0,2026-02-04,1.08,2021-07-20,252.0,0.0,0.97,-99.6,2834,FL
"Health-Right Discoveries, Inc.",0001537663,,2011-01-01,2015-09-09,delisted,,,,,,,,,,,,AVENTURA,,,2021-04-14,,delisted,,,,,,,,,,,,2834,FL
"Healthcare Royalty, Inc.",0001859651,,2006-01-01,2021-07-01,ipo_withdrawn,cns,"cns,gastroenterology,infectious_disease,oncology,hematology,rare_disease",other,royalty_acquisition,royalty_acquisition,,approved,Healthcare Capital is a mid-market royalty acquisition company that purchases royalty interests in approved and pre-approval biopharmaceutical products across multiple therapeutic areas rather than developing drugs internally.,s1_filing,,,STAMFORD,,,2021-10-27,,ipo_withdrawn,,,,,,,,,,,,2834,CT
HELICOS BIOSCIENCES CORP,0001274563,,2003-05-01,2007-02-28,unknown,oncology,"oncology,cardiovascular,metabolic,infectious_disease",other,sequencing_platform,sequencing_platform,,unknown,"Develops single molecule DNA/RNA sequencing technology platform (HeliScope) to enable genetic analysis for drug discovery, clinical diagnostics, and biomedical research.",s1_filing,,,CAMBRIDGE,,,,,unknown,,,,,,,,,,,,2834,MA
Hemoglobin Oxygen Therapeutics LLC,0001615647,,2014-02-01,2022-04-26,unknown,,,,,,,,,,,,SOUDERTON,,,,,unknown,,,,,,,,,,,,2834,PA
HIGH PERFORMANCE BEVERAGES CO.,0001504222,,2010-10-08,2010-11-05,delisted,,,,,,,,"This is not a biotech company - it is a commercial cleaning services company that provides janitorial services to office buildings in the Houston, Texas area.",s1_filing,,,CAVE CREEK,,,2018-01-11,,delisted,,,,,,,,,,,,2834,AZ
Histogen Inc.,0001383701,,2005-01-01,2013-06-14,delisted,,,,,,,,,,,,San Diego,,,2024-01-04,,delisted,,,,,,,,,,,,2834,CA
"Hoth Therapeutics, Inc.",0001711786,HOTH,2017-05-01,2018-10-10,trading,dermatology,"dermatology,oncology,cns,rare_disease,immunology,respiratory,gastroenterology",small_molecule,small_molecule,"small_molecule,rna","EGFR,KIT,NK-1R,IgE",phase_2,"Develops topical and systemic therapies targeting cancer treatment side effects, rare cancers, neuroinflammatory diseases, and inflammatory conditions using repurposed active ingredients and novel formulations.",s1_filing,,-55.0,NEW YORK,0.8092,NCM,,,,12554181,2546,2019-02-15,213.25,2026-02-04,0.81,2019-02-15,213.25,0.0,0.59,-99.6,2834,NY
"Hoverink Biotechnologies, Inc.",0001586494,,2013-07-01,2015-09-08,delisted,oncology,"oncology,gastroenterology,metabolic,infectious_disease",small_molecule,small_molecule,small_molecule,dronabinol,preclinical,"Develops preclinical pharmaceutical preparations including a non-opioid cannabinoid-based product for cancer pain and gastrointestinal disorders, diabetes treatments, and veterinary antibiotics.",s1_filing,,,LOS ANGELES,,,2017-09-29,,delisted,,,,,,,,,,,,2834,CA
HYPERION THERAPEUTICS INC,0001386858,,2000-01-01,2012-04-13,acquired,rare_disease,"rare_disease,gastroenterology",small_molecule,small_molecule,small_molecule,"urea cycle,ammonia,nitrogen",approved,"Develops small molecule therapeutics for orphan diseases and hepatology, with their lead product Ravicti approved for urea cycle disorders and in development for hepatic encephalopathy.",s1_filing,,,BRISBANE,,,2015-05-07,,acquired,,,,,,,,,,,,2834,CA
HypGen Inc,0001653629,,2015-03-26,2015-10-13,ipo_withdrawn,cns,cns,small_molecule,small_molecule,small_molecule,,phase_1,"Develops RP-323, a naturally occurring small molecule compound for the treatment of Parkinson's disease and stimulating white blood cells.",s1_filing,,,CENTURY CITY,,,2018-02-13,,ipo_withdrawn,,,,,,,,,,,,2834,CA
"IASO BioMed, Inc.",0001662907,,2015-03-11,2016-12-14,unknown,metabolic,"cns,metabolic",other,peptide,"peptide,diagnostic",,preclinical,Develops peptide-based testosterone replacement therapy that stimulates endogenous testosterone production and diagnostic tests for Alzheimer's disease.,s1_filing,,,CENTENNIAL,,,,,unknown,,,,,,,,,,,,2834,CO
IASO PHARMA INC,0001422702,,2006-10-01,2010-04-15,unknown,infectious_disease,"infectious_disease,respiratory",small_molecule,small_molecule,small_molecule,"glucan synthase,Streptococcus pneumoniae,Candidia,Aspergillus",phase_2,"Develops small molecule antibiotics and antifungals for bacterial and fungal infections, with lead candidate PB-101 for community-acquired pneumonia.",s1_filing,,,SAN DIEGO,,,,,unknown,,,,,,,,,,,,2834,CA
"IDEAYA Biosciences, Inc.",0001676725,IDYA,2015-06-01,2019-04-26,trading,oncology,oncology,small_molecule,small_molecule,small_molecule,"PKC,GNAQ,GNA11,MAT2A,MTAP",phase_1,Develops small molecule targeted therapeutics for genetically-defined cancers using precision medicine approaches including direct oncogenic pathway targeting and synthetic lethality.,s1_filing,,17.8,SOUTH SAN FRANCISCO,33.655,NMS,,,,2950412800,2449,2019-05-23,11.19,2026-02-04,33.65,2024-02-16,47.13,321.2,3.03,200.8,2834,CA
"Ignyta, Inc.",0001557421,,2012-08-21,2012-09-13,acquired,oncology,oncology,small_molecule,small_molecule,small_molecule,"TrkA,TrkB,TrkC,ROS1,ALK",phase_2,"Develops precision medicine small molecule tyrosine kinase inhibitors for cancer patients with specific molecular alterations, paired with companion diagnostics to identify optimal patient populations.",s1_filing,,,SAN DIEGO,,,2018-02-08,,acquired,,,,,,,,,,,,2834,CA
il2m INTERNATIONAL CORP.,0001520512,,2010-06-01,2011-08-31,delisted,dermatology,dermatology,other,dietary_supplement,dietary_supplement,"beta_glucan,immune_system",preclinical,Develops a brewer's yeast-derived Beta Glucan dietary supplement product for acne treatment that acts as an immune system modulator.,s1_filing,,,BURBANK,,,2015-08-31,,delisted,,,,,,,,,,,,2834,CA
"Imago BioSciences, Inc.",0001623715,,2007-01-01,2021-06-25,acquired,hematology,"oncology,hematology,rare_disease",small_molecule,small_molecule,small_molecule,"LSD1,PD-1,BCL-2,JAK",phase_2,"Develops small molecule LSD1 inhibitors for the treatment of myeloproliferative neoplasms and other blood cancers, with lead candidate bomedemstat in Phase 2 trials for essential thrombocythemia and myelofibrosis.",s1_filing,,,REDWOOD CITY,,,2023-01-11,,acquired,,,,,,,,,,,,2834,CA
IMMAGE BIOTHERAPEUTICS CORP.,0001564273,,2012-06-21,2012-12-10,delisted,,,other,other,,,unknown,"This is not a biotech company - Epicure Charcoal, Inc. is a development-stage company that intends to sell charcoal products for BBQ and restaurant grilling purposes",s1_filing,,,BETHESDA,,,2017-06-22,,delisted,,,,,,,,,,,,2834,MD
"Immix Biopharma, Inc.",0001873835,IMMX,2018-01-01,2021-09-17,trading,oncology,"oncology,gastroenterology",both,adc,"adc,antibody","NF-kB,STAT3,GLUT1,PD-1",phase_2,Develops tissue-specific therapeutics using TME normalization technology that combines poly-kinase inhibitors with apoptosis inducers for solid tumors and inflammatory bowel disease.,s1_filing,,12.6,LOS ANGELES,6.0,NCM,,,,317730752,1511,2021-12-16,3.67,2026-02-04,6.0,2025-12-11,7.38,101.1,0.75,63.5,2834,CA
IMMUNE DESIGN CORP.,0001437786,,2008-02-01,2014-06-23,acquired,,,,,,,,,,,,SEATTLE,,,2019-04-02,,acquired,,,,,,,,,,,,2834,WA
Immuneering Corp,0001790340,IMRX,2008-01-01,2021-07-09,trading,oncology,"oncology,cns",small_molecule,small_molecule,small_molecule,"MEK,ERK,KSR,RAS,RAF",preclinical,Develops orally administered small molecule inhibitors targeting MAPK and mTOR pathways for solid tumors and Alzheimer's disease using a proprietary translational bioinformatics platform.,s1_filing,,-25.5,CAMBRIDGE,4.655,NGM,,,,300573216,1650,2021-07-30,17.59,2026-02-04,4.66,2021-09-27,32.84,86.7,1.03,-73.5,2834,MA
"IMMUNIC, INC.",0001280776,IMUX,2003-01-01,2013-10-11,trading,,,,,,,,,,,-43.2,NEW YORK,0.6141,NCM,,,,73866848,4311,2014-04-17,480.0,2026-02-04,0.61,2014-06-16,1332.4,177.6,0.51,-99.9,2834,X1
IMPACT BIOMEDICAL INC.,0001834105,IBO,2018-10-01,2021-02-12,trading,,,unknown,unknown,,,unknown,"Discovers, confirms, and patents unique science and technologies for human healthcare and wellness through licensing and partnerships, but no specific drug pipeline details are provided in this filing excerpt",s1_filing,,-70.7,HOUSTON,0.486,ASE,,,,50845920,506,2024-09-16,2.68,2026-02-04,0.49,2025-03-21,4.96,85.1,0.36,-81.9,2834,TX
Incannex Healthcare Inc.,0001873875,IXHL,2023-07-01,2024-07-03,trading,cns,"cns,immunology,respiratory,gastroenterology,dermatology,addiction",small_molecule,small_molecule,small_molecule,"cannabinoids,psilocybin",unknown,"Develops cannabinoid and psychedelic compound medicines targeting neurological conditions, inflammatory diseases, and addiction disorders through fixed-dose combinations and novel formulations.",s1_filing,,-74.4,NORWEST NSW,0.2799,NCM,,,,96908520,1435,2022-03-02,59.52,2026-02-04,0.28,2022-03-15,142.0,138.6,0.09,-99.5,2834,
