name,cik,ticker,founding_date,s1_filing_date,state,city,sic_code,status,current_price,market_cap,exchange,exit_type,exit_date,exit_details,price_days_trading,price_first_date,price_first_price,price_last_date,price_last_price,price_max_date,price_max_price,price_max_return_pct,price_min_price,price_total_return_pct
"Forma Therapeutics Holdings, Inc.",0001538927,,2011-12-01,2020-05-29,MA,WATERTOWN,2836,no_ticker,,,,,,,,,,,,,,,,
Fusion Pharmaceuticals Inc.,0001805890,,2014-12-01,2020-06-05,A6,HAMILTON,2836,no_ticker,,,,,,,,,,,,,,,,
FutureTech II Acquisition Corp.,0001889450,FTII,2021-08-19,2021-12-23,NY,NEW ROCHELLE,2836,trading,12.02,51565332,PNK,,,,1397,2022-04-08,9.96,2026-02-03,12.02,2025-08-04,12.65,27.0,9.96,20.7
"GENOCEA BIOSCIENCES, INC.",0001457612,,2006-08-01,2013-12-23,MA,CAMBRIDGE,2836,no_ticker,,,,,,,,,,,,,,,,
"GreenLight Biosciences Holdings, PBC",0001822691,,2020-07-02,2020-12-21,MA,LEXINGTON,2836,no_ticker,,,,,,,,,,,,,,,,
"Gritstone bio, Inc.",0001656634,,2015-08-01,2018-08-23,CA,EMERYVILLE,2836,no_ticker,,,,,,,,,,,,,,,,
"Harpoon Therapeutics, Inc.",0001708493,,2015-03-01,2018-12-27,CA,SOUTH SAN FRANCISCO,2836,no_ticker,,,,,,,,,,,,,,,,
"HEMOBIOTECH, INC.",0001301348,,2006-05-01,2008-12-16,TX,LUBBOCK,2836,no_ticker,,,,,,,,,,,,,,,,
"HilleVax, Inc.",0001888012,,2020-03-01,2022-04-06,MA,BOSTON,2836,no_ticker,,,,,,,,,,,,,,,,
"Icosavax, Inc.",0001786255,,2017-01-01,2021-07-07,WA,SEATTLE,2836,no_ticker,,,,,,,,,,,,,,,,
"ImageneBio, Inc.",0001835579,IMA,2016-01-01,2021-03-05,CA,SAN DIEGO,2836,trading,6.95,77712648,NCM,,,,1776,2021-03-26,384.0,2026-02-04,6.95,2021-03-26,384.0,0.0,5.8,-98.2
"ImmunityBio, Inc.",0001326110,IBRX,2011-01-01,2015-06-19,CA,SAN DIEGO,2836,trading,5.98,5890092032,NMS,,,,3844,2015-07-28,34.64,2026-02-04,5.98,2021-02-22,42.25,22.0,1.0,-82.7
"Immunovant, Inc.",0001764013,IMVT,2018-12-06,2019-04-16,NY,NEW YORK,2836,trading,24.7481,4986161152,NMS,,,,2420,2019-06-21,9.95,2026-02-04,24.75,2020-11-17,52.71,429.7,3.38,148.7
"Inhibikase Therapeutics, Inc.",0001750149,IKT,2010-06-03,2020-07-23,DE,WILMINGTON,2836,trading,1.535,186144912,NCM,,,,1869,2020-12-23,59.4,2026-02-04,1.53,2020-12-23,59.4,0.0,0.81,-97.4
"Inhibrx Biosciences, Inc.",0002007919,INBX,2024-01-08,2024-06-11,CA,LA JOLLA,2836,trading,85.2,1239126400,NMS,,,,616,2024-05-29,12.51,2026-02-04,85.2,2025-12-08,93.51,647.7,10.84,581.2
"Inmune Bio, Inc.",0001711754,INMB,2015-09-01,2018-08-30,FL,BOCA RATON,2836,trading,1.51,40143744,NCM,,,,2557,2019-02-04,7.99,2026-02-04,1.51,2021-09-07,27.85,248.6,1.42,-81.1
"Instil Bio, Inc.",0001789769,TIL,2018-08-01,2021-02-26,TX,DALLAS,2836,trading,6.98,47338192,NCM,,,,1783,2021-03-19,528.8,2026-02-04,6.98,2021-03-26,541.2,2.3,6.32,-98.7
"Intrinsic Medicine, Inc.",0001885768,,2018-08-01,2022-04-08,WA,SEATTLE,2836,no_ticker,,,,,,,,,,,,,,,,
"Invivyd, Inc.",0001832038,IVVD,2020-06-01,2021-07-16,CT,NEW HAVEN,2836,trading,1.795,506166720,NGM,,,,1643,2021-08-06,20.88,2026-02-04,1.79,2021-09-16,56.08,168.6,0.36,-91.4
"iTeos Therapeutics, Inc.",0001808865,,2019-10-01,2020-06-24,MA,WATERTOWN,2836,no_ticker,,,,,,,,,,,,,,,,
IVORY CAPITAL CORP,0000841096,,2002-04-01,2005-04-07,NC,CHARLOTTE,2836,no_ticker,,,,,,,,,,,,,,,,
"Jasper Therapeutics, Inc.",0001788028,JSPR,2019-08-13,2019-10-25,CA,REDWOOD CITY,2836,trading,1.3401,37501412,NCM,,,,2217,2020-01-10,98.2,2026-02-04,1.34,2021-10-15,164.2,67.2,1.34,-98.6
"Jounce Therapeutics, Inc.",0001640455,,2007-01-01,2016-12-30,MA,CAMBRIDGE,2836,no_ticker,,,,,,,,,,,,,,,,
"Juno Therapeutics, Inc.",0001594864,,2012-01-01,2014-11-17,WA,SEATTLE,2836,no_ticker,,,,,,,,,,,,,,,,
"Kalaris Therapeutics, Inc.",0001754068,KLRS,2013-08-01,2020-07-06,NJ,BERKELEY HEIGHTS,2836,trading,8.89,166264496,NGM,,,,2015,2020-07-30,583.97,2026-02-04,8.89,2020-12-04,1076.63,84.4,2.27,-98.5
"Kaleido Biosciences, Inc.",0001751299,,2015-01-01,2019-01-11,MA,BEDFORD,2836,no_ticker,,,,,,,,,,,,,,,,
"Kite Pharma, Inc.",0001510580,,2009-06-01,2014-05-19,CA,SANTA MONICA,2836,no_ticker,,,,,,,,,,,,,,,,
"Krystal Biotech, Inc.",0001711279,KRYS,2015-12-01,2017-08-21,PA,PITTSBURGH,2836,trading,267.83,7766405632,NMS,,,,3059,2017-09-20,10.64,2026-02-04,267.83,2026-01-13,291.93,2643.7,8.19,2417.2
"Kymera Therapeutics, Inc.",0001815442,KYMR,2015-09-01,2020-07-31,MA,WATERTOWN,2836,trading,77.18,6174324736,NGM,,,,1993,2020-08-21,33.26,2026-02-04,77.18,2025-12-08,94.3,183.5,10.97,132.1
"Kyverna Therapeutics, Inc.",0001994702,KYTX,2018-06-01,2024-01-16,CA,EMERYVILLE,2836,trading,7.925,472382336,NMS,,,,726,2024-02-09,30.1,2026-02-04,7.93,2024-02-09,30.1,0.0,1.83,-73.7
LA JOLLA PHARMACEUTICAL CO,0000920465,,2011-12-01,2013-11-08,MA,WALTHAM,2836,no_ticker,,,,,,,,,,,,,,,,
"LENZ Therapeutics, Inc.",0001815776,LENZ,2019-10-01,2021-06-04,CA,SOLANA BEACH,2836,trading,14.87,465281824,NMS,,,,1685,2021-06-25,61.64,2026-02-04,14.87,2021-06-30,102.39,66.1,6.16,-75.9
"LeonaBio, Inc.",0001620463,LONA,2011-03-01,2020-08-26,WA,BOTHELL,2836,trading,4.615,43085236,NCM,,,,1965,2020-09-18,171.1,2026-02-04,4.61,2020-12-23,343.0,100.5,2.29,-97.3
Life Stem Genetics Inc.,0001556377,,2012-07-05,2012-09-11,CA,BEVERLY HILLS,2836,no_ticker,,,,,,,,,,,,,,,,
"Liminatus Pharma, Inc.",0001971387,LIMN,2018-01-01,2025-06-24,CA,LA PALMA,2836,trading,1.2825,34710392,NGM,,,,278,2025-05-02,8.04,2026-02-04,1.28,2025-06-24,26.67,231.7,0.55,-84.0
"LogicBio Therapeutics, Inc.",0001664106,,2014-01-01,2018-09-25,MA,LEXINGTON,2836,no_ticker,,,,,,,,,,,,,,,,
"Maze Therapeutics, Inc.",0001842295,MAZE,2017-08-01,2025-01-07,CA,SOUTH SAN FRANCISCO,2836,trading,48.35,2326575104,NGM,,,,369,2025-01-31,15.95,2026-02-04,48.35,2026-02-04,48.35,203.1,7.57,203.1
MeiraGTx Holdings plc,0001735438,MGTX,2015-01-01,2018-05-14,NY,NEW YORK,2836,trading,7.8,627828928,NMS,,,,2798,2018-06-08,15.0,2026-02-04,7.8,2019-07-09,30.01,100.1,3.6,-48.0
"Metagenomi, Inc.",0001785279,MGX,2016-09-01,2024-01-05,CA,EMERYVILLE,2836,trading,1.455,54630524,NMS,,,,726,2024-02-09,10.31,2026-02-04,1.46,2024-02-14,12.25,18.8,1.26,-85.9
Miromatrix Medical Inc.,0001527096,,2009-01-01,2021-05-28,MN,EDEN PRAIRIE,2836,no_ticker,,,,,,,,,,,,,,,,
"Monte Rosa Therapeutics, Inc.",0001826457,GLUE,2019-11-01,2021-06-04,MA,BOSTON,2836,trading,19.69,1501219968,NMS,,,,1686,2021-06-24,21.18,2026-02-04,19.69,2021-09-03,42.21,99.3,2.5,-7.0
"Neon Therapeutics, Inc.",0001694187,,2007-01-01,2018-05-31,MA,CAMBRIDGE,2836,no_ticker,,,,,,,,,,,,,,,,
"Neumora Therapeutics, Inc.",0001885522,NMRA,2019-11-01,2023-08-25,MA,WATERTOWN,2836,trading,1.95,331379968,NMS,,,,874,2023-09-14,17.0,2026-02-04,1.95,2024-02-16,19.76,16.2,0.62,-88.5
"NS Wind Down Co., Inc.",0001401708,,2003-06-01,2013-05-20,WA,SEATTLE,2836,no_ticker,,,,,,,,,,,,,,,,
"Ocugen, Inc.",0001372299,OCGN,2000-01-01,2014-10-07,PA,MALVERN,2836,trading,1.4235,465940192,NCM,,,,4081,2014-12-03,705.0,2026-02-04,1.42,2015-01-05,708.0,0.4,0.2,-99.8
"Odyssey Therapeutics, Inc.",0001882782,,2021-04-01,2025-01-17,MA,BOSTON,2836,no_ticker,,,,,,,,,,,,,,,,
"Old Ayala, Inc",0001797336,,2017-11-01,2020-03-06,DE,WILMINGTON,2836,no_ticker,,,,,,,,,,,,,,,,
"Omega Therapeutics, Inc.",0001850838,,2016-07-01,2021-07-09,MA,CAMBRIDGE,2836,no_ticker,,,,,,,,,,,,,,,,
"Oyster Point Pharma, Inc.",0001720725,,2015-06-01,2019-10-04,NJ,PRINCETON,2836,no_ticker,,,,,,,,,,,,,,,,
"PALISADE BIO, INC.",0001357459,PALI,2006-01-01,2019-06-21,CA,CARLSBAD,2836,trading,1.575,234995072,NCM,,,,6886,2007-03-30,3744000.0,2026-02-04,1.58,2014-04-09,5452200.0,45.6,0.54,-100.0
"Passage BIO, Inc.",0001787297,PASG,2017-07-01,2020-02-03,PA,PHILADELPHIA,2836,trading,10.64,33821476,NCM,,,,2168,2020-02-28,444.0,2026-02-04,10.64,2020-06-23,721.4,62.5,5.27,-97.6
"Peak Bio, Inc.",0001834645,,2020-08-06,2021-01-11,CA,PLEASANTON,2836,no_ticker,,,,,,,,,,,,,,,,
"Peloton Therapeutics, Inc.",0001525145,,2010-08-01,2019-04-26,TX,DALLAS,2836,no_ticker,,,,,,,,,,,,,,,,
Pelthos Therapeutics Inc.,0001919246,PTHS,2002-01-01,2023-01-11,NC,DURHAM,2836,trading,23.3,71919664,ASE,,,,719,2024-02-16,48.0,2026-02-04,23.3,2024-02-16,48.0,0.0,5.41,-51.5
"Point of Care Nano-Technology, Inc.",0001504239,,2010-06-10,2010-10-25,NJ,WHITEHOUSE STATION,2836,no_ticker,,,,,,,,,,,,,,,,
"POLARITYTE, INC.",0001076682,,2004-01-01,2017-01-30,UT,SALT LAKE CITY,2836,no_ticker,,,,,,,,,,,,,,,,
"Poseida Therapeutics, Inc.",0001661460,,2014-12-01,2019-01-04,CA,SAN DIEGO,2836,no_ticker,,,,,,,,,,,,,,,,
PRECISION BIOSCIENCES INC,0001357874,DTIL,2006-01-01,2019-03-01,NC,DURHAM,2836,trading,3.75,90269072,NCM,,,,2505,2019-03-28,523.2,2026-02-04,3.75,2019-12-06,589.8,12.7,3.75,-99.3
PREMIER BIOMEDICAL INC,0001515740,,2010-05-10,2011-06-14,MT,WHITEFISH,2836,no_ticker,,,,,,,,,,,,,,,,
"Prime Medicine, Inc.",0001894562,PRME,2019-09-01,2022-09-23,MA,CAMBRIDGE,2836,trading,3.5679,644043968,NGM,,,,1203,2022-10-20,15.37,2026-02-04,3.57,2022-11-01,21.12,37.4,1.15,-76.8
PROKIDNEY CORP.,0001850270,PROK,2011-01-01,2021-06-02,NC,WINSTON-SALEM,2836,trading,1.905,573089472,NCM,,,,1680,2021-06-30,10.11,2026-02-04,1.9,2023-03-13,13.78,36.3,0.51,-81.2
"Protara Therapeutics, Inc.",0001359931,TARA,2001-06-01,2014-09-16,NY,NEW YORK,2836,trading,6.64,355819392,NGM,,,,4123,2014-10-22,401.2,2026-02-04,6.64,2015-07-17,800.0,99.4,1.12,-98.3
Qrons Inc.,0001689084,QRON,2016-08-22,2017-03-13,NY,LONG ISLAND CITY,2836,trading,0.0111,199800,PNK,,,,3066,2017-09-12,1.0,2026-02-03,0.01,2018-11-20,3.9,290.0,0.01,-98.9
"Quince Therapeutics, Inc.",0001662774,QNCX,2012-06-01,2019-04-12,CA,SOUTH SAN FRANCISCO,2836,trading,0.1516,8441314,NMS,,,,2463,2019-05-09,32.89,2026-02-04,0.15,2021-08-10,120.21,265.5,0.14,-99.5
"RECURSION PHARMACEUTICALS, INC.",0001601830,RXRX,2019-01-01,2021-03-22,UT,SALT LAKE CITY,2836,trading,3.924,2045435008,NMS,,,,1755,2021-04-16,31.3,2026-02-04,3.92,2021-07-13,41.33,32.0,3.85,-87.5
REGENXBIO Inc.,0001590877,RGNX,2008-07-01,2015-08-17,MD,ROCKVILLE,2836,trading,10.625,537870336,NMS,,,,3793,2015-09-17,30.45,2026-02-04,10.62,2018-07-10,82.15,169.8,5.31,-65.1
"Relay Therapeutics, Inc.",0001812364,RLAY,2015-05-01,2020-06-24,MA,CAMBRIDGE,2836,trading,8.35,1447241984,NGM,,,,2029,2020-07-16,35.05,2026-02-04,8.35,2021-01-22,61.53,75.5,2.0,-76.2
"Renovacor, Inc.",0001799850,,2018-12-19,2020-03-09,MA,CAMBRIDGE,2836,no_ticker,,,,,,,,,,,,,,,,
"Replimune Group, Inc.",0001737953,REPL,2017-07-01,2018-06-22,MA,WOBURN,2836,trading,6.975,547142272,NMS,,,,2756,2018-07-20,15.16,2026-02-04,6.97,2020-12-01,52.65,247.3,2.81,-54.0
"Rubius Therapeutics, Inc.",0001709401,,2013-04-01,2018-06-22,MA,FOXBORO,2836,no_ticker,,,,,,,,,,,,,,,,
"SAB Biotherapeutics, Inc.",0001833214,SABS,2020-11-12,2020-12-07,FL,MIAMI BEACH,2836,trading,4.2878,204128656,NCM,,,,1821,2021-02-09,101.5,2026-02-04,4.29,2021-12-01,112.4,10.7,1.11,-95.8
"Sana Biotechnology, Inc.",0001770121,SANA,2018-07-01,2021-01-13,WA,SEATTLE,2836,trading,4.1788,1113090688,NMS,,,,1826,2021-02-04,35.1,2026-02-04,4.18,2021-02-10,43.5,23.9,1.34,-88.1
Scholar Rock Holding Corp,0001727196,SRRK,2017-01-01,2018-04-27,MA,CAMBRIDGE,2836,trading,47.26,4820872192,NMS,,,,2812,2018-05-25,15.0,2026-02-04,47.26,2021-03-15,68.02,353.5,4.66,215.1
Scilex Holding Co,0001820190,SCLX,2014-01-01,2020-12-15,CA,PALO ALTO,2836,trading,8.5874,60395220,NCM,,,,1797,2021-03-05,344.75,2026-02-04,8.59,2023-04-12,518.0,50.3,3.99,-97.5
Silexion Therapeutics Corp,0002022416,SLXN,2024-04-02,2024-09-10,L3,RAMAT GAN,2836,trading,1.84,5753021,NCM,,,,1764,2021-04-07,150.0,2026-02-04,1.84,2024-08-08,184.5,23.0,1.73,-98.8
Solid Biosciences Inc.,0001707502,SLDB,2014-08-01,2017-12-29,MA,CHARLESTOWN,2836,trading,6.36,495509152,NMS,,,,2931,2018-01-26,339.3,2026-02-04,6.36,2018-09-20,775.5,128.6,1.89,-98.1
"Spark Therapeutics, Inc.",0001609351,,2013-03-01,2014-12-30,PA,PHILADELPHIA,2836,no_ticker,,,,,,,,,,,,,,,,
SPK Acquisition Corp.,0001848097,,2020-12-31,2021-04-23,F4,SHANGHAI,2836,no_ticker,,,,,,,,,,,,,,,,
"SpringWorks Therapeutics, Inc.",0001773427,,2017-08-01,2019-08-16,CT,STAMFORD,2836,no_ticker,,,,,,,,,,,,,,,,
SQZ Biotechnologies Co,0001604477,,2013-03-01,2020-10-09,MA,WATERTOWN,2836,no_ticker,,,,,,,,,,,,,,,,
"Surface Oncology, Inc.",0001718108,,2014-04-01,2018-03-23,MA,CAMBRIDGE,2836,no_ticker,,,,,,,,,,,,,,,,
"Surrozen, Inc./DE",0001824893,SRZN,2007-01-01,2020-10-09,CA,SOUTH SAN FRANCISCO,2836,trading,22.7,194571264,NCM,,,,1850,2021-01-11,151.65,2026-02-04,22.7,2021-09-16,180.45,19.0,4.97,-85.0
"SUTRO BIOPHARMA, INC.",0001382101,STRO,2003-04-21,2018-08-29,CA,SOUTH SAN FRANCISCO,2836,trading,14.0,119271488,NGM,,,,2687,2018-09-27,152.0,2026-02-04,14.0,2021-01-22,275.4,81.2,5.2,-90.8
